relpath,hash,class,run,cache_file,x0,y0,x1,y1,roi_confident
Pass\251016_150942_A35W_36-3 [262144].bmp,ca6122ce3b67865c63e4e432035e08c5,Pass,251016_150942,ca6122ce3b67865c63e4e432035e08c5_v1_fefa1c62.png,287,609,1992,1240,True
Pass\251016_150942_A35W_37-2 [16].bmp,00948084402e3273759671003e3293bf,Pass,251016_150942,00948084402e3273759671003e3293bf_v1_fefa1c62.png,290,706,1983,1325,True
Pass\251016_150942_A35W_38-1 [1024].bmp,3fd7f556b612274471d915afdb4fa559,Pass,251016_150942,3fd7f556b612274471d915afdb4fa559_v1_fefa1c62.png,201,701,2200,1348,True
Pass\251016_150942_A35W_38-2 [16].bmp,565e4013f036d2ac14c2c53383e43502,Pass,251016_150942,565e4013f036d2ac14c2c53383e43502_v1_fefa1c62.png,294,706,1971,1327,True
Pass\251016_150942_A35W_38-3 [1].bmp,ad8a3f890c0dd46d619496a2d8893a22,Pass,251016_150942,ad8a3f890c0dd46d619496a2d8893a22_v1_fefa1c62.png,288,616,2001,1240,True
Pass\251016_150942_A35W_39-1 [1024].bmp,1386e118ad566f5f7b087b2708b389ef,Pass,251016_150942,1386e118ad566f5f7b087b2708b389ef_v1_fefa1c62.png,212,703,2219,1353,True
Pass\251016_150942_A35W_39-2 [16].bmp,0248c983f9668af8d4b7d644094a1be8,Pass,251016_150942,0248c983f9668af8d4b7d644094a1be8_v1_fefa1c62.png,277,704,2052,1325,True
Pass\251016_150942_A35W_4-2 [16].bmp,d64e151a71c20711d042d50e40a0d16b,Pass,251016_150942,d64e151a71c20711d042d50e40a0d16b_v1_fefa1c62.png,262,678,1975,1302,True
Pass\251016_150942_A35W_4-3 [262144].bmp,9624c368c3e8e835c6d8b60f975ca62a,Pass,251016_150942,9624c368c3e8e835c6d8b60f975ca62a_v1_fefa1c62.png,257,586,1978,1207,True
Pass\251016_150942_A35W_5-1 [1024].bmp,15aea3824d91663a48a3324fe051c356,Pass,251016_150942,15aea3824d91663a48a3324fe051c356_v1_fefa1c62.png,164,668,2296,1323,True
Pass\251016_150942_A35W_5-2 [16].bmp,861f4d49e23b3b07716b301d0a274647,Pass,251016_150942,861f4d49e23b3b07716b301d0a274647_v1_fefa1c62.png,239,672,1958,1296,True
Pass\251016_150942_A35W_5-3 [262144].bmp,3f5011c359e931bfd13769b477469dc6,Pass,251016_150942,3f5011c359e931bfd13769b477469dc6_v1_fefa1c62.png,185,580,1972,1204,True
Pass\251016_150942_A35W_6-2 [16].bmp,f6b289cb9116720eae26950f1fcce601,Pass,251016_150942,f6b289cb9116720eae26950f1fcce601_v1_fefa1c62.png,245,678,1966,1299,True
Pass\251016_150942_A35W_6-3 [262144].bmp,73d24bcc4744b0f6ca35ce1ac22023af,Pass,251016_150942,73d24bcc4744b0f6ca35ce1ac22023af_v1_fefa1c62.png,252,588,1981,1209,True
Pass\251016_150942_A35W_7-2 [16].bmp,293dcfe4c55ab8a32f25f50d6483994e,Pass,251016_150942,293dcfe4c55ab8a32f25f50d6483994e_v1_fefa1c62.png,257,666,1976,1287,True
Pass\251016_150942_A35W_7-3 [262144].bmp,25d7327e80b36bdb23464200d046d78b,Pass,251016_150942,25d7327e80b36bdb23464200d046d78b_v1_fefa1c62.png,271,574,1954,1198,True
Pass\251016_150942_A35W_8-1 [1024].bmp,898b2251c28eb4cf0ed961da72676618,Pass,251016_150942,898b2251c28eb4cf0ed961da72676618_v1_fefa1c62.png,184,661,2191,1308,True
Pass\251016_150942_A35W_8-2 [16].bmp,f03cb714a7d744e5cb18e163b127c16d,Pass,251016_150942,f03cb714a7d744e5cb18e163b127c16d_v1_fefa1c62.png,254,672,2035,1289,True
Pass\251016_150942_A35W_8-3 [262144].bmp,396e30022422ed2cbb203294f4e53609,Pass,251016_150942,396e30022422ed2cbb203294f4e53609_v1_fefa1c62.png,270,581,1983,1194,True
Pass\251016_150942_A35W_9-1 [16].bmp,b2aa6c9f9c0e0177d9b269bffcef9d1a,Pass,251016_150942,b2aa6c9f9c0e0177d9b269bffcef9d1a_v1_fefa1c62.png,191,666,2188,1323,True
Pass\251016_150942_A35W_9-2 [16].bmp,b51aba5ab17428d4eef5c939d51eef45,Pass,251016_150942,b51aba5ab17428d4eef5c939d51eef45_v1_fefa1c62.png,286,679,1950,1290,True
